TARGET URL: https://www.yellowpageskenya.com/business-category/Hardware%20-%20Manufacturers%20&%20Wholesalers
Ijenge Electricals,ijengeelectricals@gmail.com,0721576727
Jaspar Tech Enterprises,jocewambui16@yahoo.com,0725508031
Jinah Electricals & Refrigeration,N/A,0721588266
Johnkin Electronicals and Refrigeration Parts,N/A,0723757534
Jokat Electricals,N/A,0722760404
Jomosach Telecommunications,wawerujohn25@yahoo.com,0722436470
Jonam Soundwide Co. Ltd,kariukijonam@gmail.com,0710459974
Jonz Spare Distributors,N/A,0721525254
Josmwak''s Electrical Hardware Sales,N/A,N/A
Joyland Electricals,joylandelectricals@gmail.com,0722223439
Kawangware Community Development & Culture Centre,N/A,0711961540
Kei Lite Enterprises,N/A,0722741384
Kencompz Telecommunication,kjack_ooko@yahoo.com,0725225979
Kenden Ltd,N/A,N/A
Kitsch Innovations Ltd,N/A,0704175222
Kohen Investments,koheninvestments@live.com,0722680973
K-Technics,N/A,0712799123
Kungu Sounds,N/A,0722215978


TARGET URL: https://www.yellowpageskenya.com/business-category/Heavy%20Machinery%20Lifting%20Equipment
Company Name,Email,Mobile
Lakeside Machinery Kisumu,lakemachinery@gmail.com,07169886000
Pan Agric Kenya Ltd,panagric@gmail.com,0722286269
Technomed Ltd,mail@technomed.co.ke,0722713963
Desmond Equipments Ltd,info@desmondeafrica.co.ke,0721912394
Kadolta Packaging Ltd,sales@kadoltapack.com,0714544755
Trade House Africa Ltd,info@tradehouse.co.ke,0736351520
United Engineering Supplies Ltd,info@uesl.co.ke,0724255445
Branton Safety & Fire Appliances,brantonsafety@yahoo.com,0712913638
CTL Tractor & Spare Parts Ltd,info@ctltractor.com,0721629474
Finework Kenya Ltd,info@finework.co.ke,0746776040
Firefox (K) Ltd,sales@firefoxkenya.co.ke,0709622000
Firetech Engineering Co. Ltd,sales@firetech.co.ke,0716850781
Nairobi Fitness Hub,nairobifitnesshubdev@gmail.com,0704528828
Nairobi Projectors Services Ltd,info@nairobiprojectors.com,0722517554
Nuair Technologies Ltd,info@newedgetechno.com,0710829363
Pinnace Safety Solutions,safetysolutionspinnacle@gmail.com,0714415588
Amiken Ltd,amiken@amikenltd.com,0713213399
Astro Fire & Safety Kenya,astrofire2012@gmail.com,0724440055
Cesscolina East Africa Ltd,info@cesscolina.co.ke,0705192310
Ciira Agro-vet Supplies,info@ciira-agrovet.com,0713483593
CLARITY SOLUTIONS,Sales@claritysolutions.me,0112328595
Fire Masters Appliances Ltd,firemastersco.kenya@gmail.com,0724386202
Highton Construction Ltd,info@highton.co.ke,0782219999
Kericho Veterinary Services,doc.njoroge1960@gmail.com,0722751663
Kickstart International Inc (Approtec),kickstart@kickstart.org,0725790050
Mijesh Enterprises,mijeshenterprises2018@gmail.com,0722360908
Mist Cool Africa Ltd,info@mistcoolafrica.co.ke,0711572630
Neoeng Ltd,info@neoeng.co.ke,0745260379
Nyali Air Conditioning & Refrigeration Services Ltd,info@nyaliaircon.co.ke,0722188299
Rycedental Supplies Ltd,rycedentalsupplies2000@yahoo.com,0721401864
Silicon Electric Company Ltd,sielco.ltd@gmail.com,0725678005
WeldCut Africa Limited,info@weldcutafrica.com,0721231662
Almiria Tech Store Kenya,sales@almiria.co.ke,0700449778
Jaconinos International Limited,info@jaconinos.com,0722117129
Measurement System Ltd,sales@measurementsystems.org,0717847848
Midas Auto Service Centre Ltd,service@midasautoservices.com,0727991998
Mushus International (K) Ltd,sales.ke@mushusgroup.com,0740123456
Paceven Co. Ltd,sales@paceven.co.ke,0714220230
Reucher Africa (K) Ltd,info@reucherafricakenyaltd.co.ke,0715477892
Heavy Equipment & Machinery Ltd,N/A,0728091937
Heavy Construction Equipment (K) Ltd,N/A,0736688885
Hirani Spares & Heavy Machinery,N/A,0703111705
Sany Heavy Industry Co. (Kenya) Ltd,N/A,0700501897
Alicom Machinery & Equipment Ltd,yasin.sodho@yahoo.com,0724244411
ASL Ltd - Heavy Fabrication Division,N/A,0733922929
Digital Den,N/A,0722525733
Heavy Diesel Services Ltd,heavydieselservices@gmail.com,0721492094
Heavy Engineering Ltd,heavy@nbi.ispkenya.com,0716292048
Heavy Vehicle & Plant Suppliers Ltd,admin@hvpskenya.com,0722207305
Salton Machinery & Equipment,salton.machinery@yahoo.com,0722714694
Krishna Heavy Engineering Ltd,N/A,N/A
Lifting Equipment Co Ltd (LECOL),enquiries@lecolkenya.com,0722280032
Dynamics General & Heavy Industries Kenya Ltd,don.dynamicskenya@gmail.com,0772023881
East Africa Heavy Chemicals (1999) Ltd,N/A,N/A
Heavy Industry Logistics Ltd,info@hilogafrica.com,0739513188
Ihi-Ishikawajima-Harima Heavy Industries,N/A,N/A
Territorial Enterprises,N/A,N/A
Alishaj General Supplies Limited,N/A,0720438432
Baharini Consultants Ltd,bahariniconsultants@yahoo.com,0722355367
Drive: C Technologies Ltd,N/A,0723527527
Euroken Global,N/A,N/A
Express Machinery & Spares Ltd,N/A,0733770159
Forklift ''R'' Us Ltd,forkliftkenya@gmail.com,0722704424
Forklift Trucks (4nicks),fournicksenterprises@gmail.com,0722713797
HL Plant & Equipment Ltd,N/A,N/A
JCB - Ganatra Plant & Equipment Ltd,sales@gpe.co.ke,0723506911
Kay Lift Services Ltd,N/A,0722516726
Kijabe Farm Machinery Services,N/A,N/A
KJ Machinery,N/A,0748879395
Meta Plant & Equipment Kenya Ltd,info@metagroupafrica.com,0793310691
Multigraph Machinery (K) Ltd,N/A,0734978596
Naicof Coffee Machinery,N/A,N/A
Pasico Eastern Africa Ltd,N/A,0718771861
Quickhard Steam & Equipment Ltd,quickhard01@yahoo.com,0722522284
Riibico Enterprises Ltd,N/A,N/A
Royal Machinery & Gadget Supplier Co. Ltd,info@romag.co.ke,0722621763
Shantui Construction Machinery (E.A) Co. Ltd,N/A,0706348755
Sihra Coffee Machinery Services Ltd,N/A,0722516045
Coast Agricultural Machinery,N/A,N/A
Achelis Material Handling Ltd,amhl@achelis-group.com,0733506550
Agape Machinery,patkmwanza@yahoo.com,0722388958
Aguko Machinery & General Supplies,N/A,N/A
Eldoret Farm Machinery Ltd,efm@africaonline.co.ke,N/A
Eldoret Machinery Tools Ltd,N/A,N/A
Kavirondo Machinery,N/A,0724102332
Marryat & Scott (Kenya) Ltd,N/A,N/A
Muhatara Agri Machinery,N/A,0706551501
Overland Machinery Services Ltd,N/A,N/A
Redsun Agricultural Machinery Maize Miller Ltd,N/A,0726930957
Supply Linkages Ltd,N/A,0722574673
Thima Coffee Machinery Services,N/A,0732797898
Unipack Equipment,N/A,N/A
Valley Machinery Sevices,N/A,0722582804
Afra Printing Equipment Trading Llc,sales@afraprintequip.com,N/A
African Equipment & Engineering,N/A,N/A
Afro Kent Office Equipment,N/A,N/A
Afrotech Machinery Ltd,N/A,N/A
Allsafe Equipment,allsafeequip@gmail.com,N/A
Amity Equipment Ltd,N/A,0733944399
Anchor Safety & Equipment Ltd,info@anchorsafety.com,0722209143
Anglo Water Equipment Ltd,N/A,N/A
Automec Diesel Equipment & Parts,N/A,N/A
B. D. Engineers Ltd,N/A,0722843501
Baltech Equipment Ltd,N/A,0721897324
Barnabas Gaming Equipment,barnabas@gmail.com,0712140005
Beyond Electronics Security Equipment Technology,N/A,0725529393
Bhatt Electro Machinery & Tools Ltd,N/A,0720871870
Birds Office Stationery & Equipment Ltd,birdsprinters@yahoo.com,0721607181
Brazafric Enterprises Ltd,trade@bazafric.com,0722925611
Bruce Trucks & Equipment (E A) Ltd,N/A,N/A
Camera & Networking Equipment Center,N/A,0721478354
Capitol Equipment Ltd,capitolequipments@gmail.com,0705124970
China Machinery (K) Ltd,N/A,N/A
Commercial & Industrial Equipment Ltd,N/A,0722517916
Compuswift Business Equipment Ltd,N/A,N/A
Comtech Equipment & Supplies Agencies Ltd,comtech@comtek.co.ke,0705512530
Dav One Stop Hospital Equipment,N/A,0711979120
DB Equipment Lease EA Ltd,equipmentlease18@gmail.com,0746490963
Delta Equipment Ltd,malindi1988@yahoo.com,0722703779
Delta Trading Equipment Co Ltd,N/A,N/A
Dhiman & Sons,N/A,N/A
E S T E C Ltd,N/A,0786267223
East African Office Equipment (1976) Ltd,eastoffsafes@yahoo.com,0772550115
Editor School Equipment Supplies,N/A,0714440287
Educational Scientific & Technical Equipment Co. Ltd,N/A,N/A
Electro Service & Equipment Ltd,N/A,N/A
Electronics & Allied Equipment,electroallied@yahoo.com,0721859261
Equipment Technologies Ltd,N/A,N/A
Esaju Plastics,N/A,0722526309
ESS Equipment Kenya,N/A,0740034673
Exphan Chemicals & Labolatory Equipment,N/A,N/A
Faircon General Equipment Co. Ltd,info@faircongeneralequipment.com,0722511196
Field Machinery (K) Ltd,N/A,N/A
Film Crew & Equipment Transport,N/A,0733738303
Fine Tools & Equipment,finetoolskenyaltd@gmail.com,N/A
Forces Equipment (K) Ltd,forcesk@forces.co.ke,0713468333
Frametech Equipment Limited,N/A,0728787118
Gabron Construction & Equipment Ltd,N/A,0712767272
General Equipment Corporation Ltd,gecl@techtradeke.com,0772566188
Go Round Printing Products & Equipment,goroundltd@gmail.com,0726397937
Hiforce Hydraulic & Equipment Ltd,N/A,0774920978
Highway Laboratories Chemicals & Equipment,N/A,N/A
Husky Outdoor Equipment Ltd,kenya@huskyeastafrica.com,0727333330
Interlink Machinery,interlinkmach@gmail.com,N/A
Invalid Equipment Ltd,N/A,0713130532
J F McCloy Ltd,mccloy@africaonline.co.ke,0722516508
Jakama Kitchen Equipment & Appliances,jakama@gmail.com,0704377203
Jason Office Equipment Ltd,N/A,N/A
Karin Trucks & Equipment Ltd,N/A,0725444600
Kenya School Equipment Scheme,N/A,N/A
Kenya School Equipment Supplies,N/A,0722141055
Kilimo Africa Ltd,N/A,0112661224
Kitchen Design Systems & Equipment Fabricators Ltd,N/A,0722909390
Laser(s) & Optic(s) Africa Ltd,N/A,N/A
Linkage Africa Ltd,info@linkage-africa.com,0722814045
Listem Hydraulic Equipment & Supplies,listemsupplies@workmail.com,0710707981
Lynntech Chemicals & Equipment Ltd,lynntechchemicals@yahoo.com,0734417348
Machinery and Allied Products Limited,N/A,0705545411
Machinery Tools Ltd,N/A,N/A
Machinery World Ltd,powerpak@live.com,0722415764
Macron Fire Equipment Trading Co,macronfire25@yahoo.co.uk,0733833211
MAT-HAN Equipment Ltd,sales@mat-han.com,0791799997
Mawadi Equipment Supplies Ltd,N/A,N/A
Membury Equipment Ltd,N/A,N/A
Metal Equipment Co. Ltd,metal.equipment@gmail.com,0735333165
Microfilm Equipment Ltd,N/A,N/A
Mobile Equipment (K) Ltd,N/A,0725851100
Nairobi Machinery Industrial Co Ltd,N/A,0736964717
Nakuru Equipment Supplies Ltd,N/A,N/A
On Time Gym and Sport Equipment Ltd,N/A,0797051311
One Time Gym Equipment,N/A,0723363603
Outre Beauty Equipment,N/A,0733654438
P J Petroleum Equipment Ltd,office@pjpetroleum.co.ke,0722842738
Pan African Graphic Equipment,N/A,N/A
Pan Auto & Equipment,galexon2005@yahoo.com,0731222211
Panafrican Equipment (K) Ltd T/A FMD E.A,fmd@fmd@fmdea.com,0722207848
Pearl Medicare & Equipment Ltd,N/A,0720314505
Peerless Tea Services Ltd,biz@peerless.co.ke,0720450565
Penetra Equipment Supplies Agencies,penetrainfo@yahoo.com,0722876703
Pharma Medical Equipment,N/A,N/A
Phoenix Equipment Ltd,info@phoenixequipltd.com,0728853905
Power Ace Machinery,N/A,0722258688
Prime Equipment E A Ltd,N/A,N/A
Protech Industrial Equipment Ltd,honda@protech.co.ke,0728607525
Quality Transmission Equipment Ltd,N/A,N/A
Regal Equipment Limited,N/A,0774733732
Rhino Agrimac & Equipment,N/A,0722339891
Rift Valley Machinery Services Ltd,rivamacnbi@rvmachinery.com,0725174066
Rotex Suppliers & Services Ltd,rotexkk@yahoo.co.uk,0724595984
Roy Hauliers Ltd,transport@royhauliers.com,0722265555
Safety First Equipment Suppliers,safequips@gmail.com,0722863716
School Equipment Centre Ltd,schoolequipment@yahoo.com,0772770716
School Equipment Production Unit,N/A,0724256046
Sieva Power & Machinery,N/A,N/A
SPA Engineering & Equipment Ltd,N/A,N/A
Standard Equipment Ltd,N/A,N/A
Suanir Equipment,N/A,N/A
Sum Machinery,N/A,0719579457
Superior Barbershop and Salon Equipment,N/A,0720865214
Surveying Equipment Service Centre(EA)Ltd,N/A,0720635114
Survival Equip Ltd,N/A,N/A
Taurus Electronics and Digital Equipment,N/A,0772712820
Tea Machinery And Engineering Co. Ltd,N/A,0734333338
Tembo Mountain Wear & Equipment,tembohwear@gmail.com,0724456101
Top Marc Machinery & Tools Ltd,N/A,0777900804
Topmac Machinery & Tools Ltd,admin@topmackenya.com,0770305219
Trans Auto & Machinery (K) Ltd,N/A,0728977777
Transport & Lifting Services Ltd,N/A,0721554822
Transport & Lifting (TNL),N/A,N/A
Tristar machinery auto care,N/A,0792945861
Typetech Office Equipment Ltd,N/A,N/A
Ultimate Office Equipment Ltd,info@ultiofficequipment.com,0728111460
Ultimate office Equipment Ltd,info@ultiofficeequipment.com,0796754216
Ultra Equipment Ltd,fitness@ultraeq.com,0724253598
United Petroleum Pump Equipment Ltd,unitedpump64@yahoo.com,0722576339
Unitrac Industrial Equipment,unitrac@yahoo.com,0722522334
Universal Auto & Machinery Tools Ltd,N/A,0720666438
Vector Machinery & Spares Ltd,vectormach2@gmail.com,0716890576
Vehicle & Equipment Leasing Ltd (VAELL),N/A,0731440832
Vivid Printing Equipment & Solutions Ltd,sales@vividafrica.com,0734591137
Warren Ticker Equipment,N/A,N/A
Yantra Equipment Solutions Ltd,N/A,0720841209
Youngtronics & Equipment (K) Ltd,N/A,0723866715
Forklift & Equipment Ltd,N/A,N/A
Gorgia Equipment Salon & Boutique,N/A,N/A
Mombasa Machinery Services Ltd,N/A,N/A
Office Equipment Company Ltd,N/A,N/A
Quality Trucks & Equipment Ltd,N/A,0722150230
Wananchi Farm Machinery Ltd,N/A,N/A
Wananchi Machinery Transporter Ltd,N/A,N/A
Lismo Machinery Services,N/A,0734901855
Nakuru School Equipment Centre,N/A,N/A
Rift Valley Office Equipment Services Ltd,N/A,N/A
African Grain Care Equipment Ltd,N/A,0792651980
Andrews Equipment & Rentals Co. Ltd,andrewsequip@yahoo.com,0722772977
Aston Computer And Office Equipment,aston_computers@yahoo.com,0720981472
Bungoma Equipment & Auto Spares,N/A,N/A
Camco Equipment (K) Ltd,N/A,0702829268
Economic Stainless Kitchen Equipment Ltd,md.eked@gmail.com,0710588241
Elfema Machinery,elfema2006@yahoo.com,0722987244
Eurodairy Equipment Ltd,N/A,0797625283
Footwear Sports & Equipment,N/A,N/A
General Equipment (1978) Co Ltd,sales@genequip.co.ke,0722554517
General Equipment Sales & Rentals,N/A,N/A
Gulf Africa Machinery Kenya Ltd,info@gamkenya.com,0791478315
Kenai General Agencies Ltd,tea.kenai@yahoo.com,0772741768
Kiangi Machinery Services,N/A,N/A
Kirinyaga General Machinery & Equipments,N/A,N/A
Kisumu Equipment & School Supplies,N/A,N/A
Lakeside Machinery Kisumu,N/A,0716986000
Marine Equipment Supplies Company,info@marineequipment.co.ke,0729596835
Nanyuki Machinery Services,N/A,0722890354
New Rafiki Machinery & Motors,immy.mohamed@gmail.com,0723786555
Panafrican Equipment Ltd t/a FMD East Africa,fmd@fmdea.com,0733620016
Panafrican Trucks & Equipment (Kenya) Ltd,info.ke@panafricangroup.com,0732151000
Patel Machinery Ltd,N/A,N/A
Pipes & Equipment,N/A,N/A
Precision Machinery Services Ltd,pmskenya@gmail.com,0722415042
Premium Machinery Distributor EPZ Ltd,N/A,0721220987
Rongai Machinery,N/A,N/A
Salon world equipment,N/A,0792793826
Sitima Equipment Ltd,sitimaequipment@yahoo.com,0721486970
Surgical Laboratory Equipment Ltd,N/A,0722966559
Talos Equipment Ltd,talose6@gmail.com,0722555307
Tealand Engineering (2001) Ltd,N/A,N/A
Terrain Equipment Ltd,N/A,N/A
Thika Machinery Store,N/A,N/A
Ukulima Spares & Equipment,N/A,0707120644
103 Records,N/A,0726740051
320 Technologies Ltd,N/A,0739320320
360 Security Solutions Co. Ltd,info@threesixtysecuritysolutions.com,0724916730
5 CORE sound of India,N/A,0782313131
500,mobitecthrepairs@gmail.com,0748644971
A D A Ventures Ltd,adakenya@gmail.com,0725521060
A. Great Sound,N/A,0773610449
Abantu Linguistic Services,N/A,0733643807
Abbies Beauty Spot & Barber Shop,N/A,0722375892
ABC Metallurgicals Ltd,N/A,0733590250
Abloy-Capcom Ltd,salesnbi@capcom.co.ke,0733829040
Abon East Africa Ltd,abonmktg@yahoo.com,0722797517
Abraweld Ltd,N/A,0703123831
Abreban Co Enterprises,N/A,0714824507
Abreban Trading,N/A,0714824507
Absolute Dental Practice,N/A,0702340032
Absolute Security Ltd,N/A,0734599699
Accent Cooling Systems Ltd,projects@accentcooling.cm,0708062062
Accenture Systems Ltd,sales@accenturesystemskenya.com,0708444985
Acces Beauty Shop,N/A,0721238854
Access Alliance Limited,N/A,0706622647
Accord Medical Supplies Ltd,N/A,0729115000
Ace Audio Visual Ltd,N/A,N/A
Ace Security Options Ltd,N/A,N/A
Achelis Kenya Ltd,akl@acheliskenya.co.ke,0720521635
Achorn Specialities,N/A,0724586304
Acme Auto Tyres,N/A,0722944591
Acon Medical Supplies Ltd,aconmedicalsupplies@gmail.com,0722787400
ACP Telecom Ltd,N/A,N/A
Active Alert Security Ltd,activealertke@gmail.com,0726988292
AD Gifts Ltd,accounts@adgifts.co.ke,0722155203
Addicted to Human Hair,N/A,0718526352


TARGET URL: https://www.yellowpageskenya.com/business-category/Hotels
Company Name,Email,Mobile
Hilton Nairobi,hilton_nairobi@hilton.com,0719026000
Homa Bay Tourist Hotel Ltd,homabaytouristhotel@yahoo.com,0727112615
And Beyond (K) Ltd,info@andbeyond.com,0722653398
Manson Hotel,hoteladmin@mansonhotel.com,0722610615
The Ole-Ken Hotel,info@theolekenhotel.co.ke,0780356444
Bamburi Beach Villa Ltd,reservations@bamburibeachvilla.com,0737470000
Tribal Bistro,tribalbistro@gmail.com,0707261702
Bushtroop Tours & Safaris,bookings@bushtroop-safaris.com,0722802513
680 Hotel,info@centrim-hotels.com,0722207361
Aberdare Safari Hotels Ltd,info@aberdaresafarihotels.com,0722207761
Alliance Group Management Co. Ltd,info@alliancehotels.com,N/A
Ashnil Hotels Ltd,info@ashnilhotels.com,0717612499
Bahamas Ladies Hotels,N/A,0722705044
Block Hotels Ltd,reservations@blockhotelske.com,N/A
Block Hotels Co-operative,N/A,N/A
Bluebay Hotels Zanzibar,sgsmith@bluebayzanzibar.com,0716959958
"Bounty Hotel, The",thebounty@odysseyhotels.co.ke,0708231348
Capital Heights Hotels,reservations@capitalheightshotel.co.ke,0720545117
Chambai Hotels,N/A,N/A
Cold Springs Hotels,reception@coldspringshotels.com,0712449416
Eastland Hotel,itm@eastlandhotel.co.ke,0752479717
Embassy Hotel Ltd,hotelembassy@yahoo.com,0722521651
Fabrik Hotels,N/A,0720789999
Fairmont Hotels & Resorts Kenya,N/A,0711081000
Finch Hattons Safari Lodge,N/A,0720444419
Golden Leaves Hotels & Resorts Ltd,N/A,N/A
Grand Royal Hotel,grandroyalhotel@gmail.com,0738054528
Hannah''s Lodge & Hotel Ltd,N/A,N/A
Heritage Hotels,info@heritagehotels.co.ke,0722205894
Hiddig Hotels Nairobi Co Ltd,N/A,0723788494
Hotel La Mada,lamada@madahotels.com,0722208906
Hotel Lazinos,lazinoshotel@gmail.com,0720487232
Ilsan Hotels & Lodges,N/A,N/A
Izaak Walton Inn (Embu Hotels),reservations@izaakwaltoninn.co.ke,0712781810
Jambo Chester Hotels & Resorts,N/A,N/A
Jamiat Hotel,N/A,0734948262
Kenga Equatorial Hotels,N/A,0703230032
Kenya Hotels Ltd,sales@kenyahotelsltd.com,N/A
Kenya Hotels & Allied Workers Unio,N/A,N/A
Kimba Hotels,N/A,0720615730
Kings Court Hotel Ltd,kingscourthotel@gmail.com,0733661018
Mada Holdings Ltd,N/A,0787984024
Mara Sun Lodge,N/A,0708345602
Merica Group of Hotels,N/A,N/A
Meridian Hotel,N/A,0721983668
Mooreland Consolidated Hotels,N/A,0708419865
Moorland Hotels Ltd,N/A,N/A
Mvuli Hotels,sales@mvulihotels.com,0737483177
Nairobi Transit Hotel,N/A,0737331332
Nairobi Upper Hill Hotel,N/A,0704417143
Nyabaya Hotels & Tours Ltd,N/A,N/A
Oakwood Hotel,oakwoodhotel@madahotels.com,0722208905
Odyssey Hotels Ltd,N/A,N/A
Park Place Hotel,info@parkplacehotel.co.ke,0720081813
Pride Inn Hotels & Conferencing,N/A,0737999110
Professional Caterers & Hotels Agents Ltd,N/A,0722330643
Progressive Park Hotel,progressiveparkhotel@gmail.com,0708085362
Ramliance Hotels Ltd,N/A,0735874741
Reef Hotels Kenya,nairobi@reefhotelkenya.com,N/A
S S Mehta & Sons Ltd,infoeldama@ssm.co.ke,0738278795
Safari Park Hotel & Casino,pr@safariparkhotel.co.ke,0709732000
Safi Apartments,reservations@safiapartments.co.ke,0790498247
Sagret Hotel Equitorial Ltd,N/A,0726627279
Sagret Hotel River Road,sagrethotels@gmail.com,N/A
Sarova Hotels Ltd,N/A,0721271088
Seasons Restaurant & Hotels Ltd,N/A,0722269048
Sentrim (K) Ltd,N/A,0722207361
Serena Hotels,N/A,0727282200
Silver Holdings Ltd,N/A,0733411105
Southern Sun Mayfair Nairobi,N/A,0722204599
Stardom Hotels Ltd,reservations@stardomhotel.co.ke,0738329135
Stedmak Gardens & Recreation Centre,info@stedmakgardens.co.ke,0705734780
Sun Africa Hotels,info@sunafricahotels.com,0703048000
Sunstar Hotel,N/A,0702587909
The Boma Hotels,info@redcourt.co.ke,0728606476
Tribe Hotel,stay@tribehotel-kenya.com,N/A
Villa Rosa Kempinski,reservations.nairobi@kempinski.com,0703049000
Visa Hotels & R Managements Inc,N/A,N/A
Wild Africa Hotels Limited,N/A,N/A
Glory Hotels,N/A,0733224246
Kendas Hotels Mtwapa,N/A,0721633530
"Mombasa County Entertainments,Bars,Pubs,Restaurants,Hotels,Guest House,Wines & Spirits Owners Organisation",N/A,0722560000
Orion Hotels Ltd,N/A,0727695452
Plaza Beach Hotel,info@plaza-beach.co.ke,0723661008
Romantic Hotels (K) Ltd,N/A,0733236723
Hekima Girls Hotels,N/A,N/A
African Tours & Hotels Ltd,N/A,N/A
